Comment,anti1,anti2,anti3,cent1,cent2,cent3,sov1,sov2,sov3,none1,none2,none3,Populism
"Für derlei Elitendenken gebe ich inzwischen immer nur noch rot. Das ist das gleiche wie die Leute, die einem erzählen man müsse seine Lebensmittel direkt beim Bauern im Hofladen kaufen. In was für einer Welt glauben Leute wie Sie eigentlich, dass der Durchschnittsösterreicher lebt? Es ist gut Wert auf ordentlich produzierte Produkte zu legen, aber solche weltfremden Ansprüche bringen einem lediglich was fürs eigene Ego, wenn man dann die Nase rümpft über die ignoranten ""Supermarkteinkäufer"", die nicht mit ihrem Auto die Bauernhöfe abklappern oder sich nicht verschiedene Super-Bio-Regional-Produkte in zig Packerl von Paketsklaven in die Wohnung liefern lassen, sondern nach einem Arbeitstag einfach im Supermarkt einkaufen wollen...",1,1,1,0,0,1,0,0,0,0,0,0,1
"Und alles wegen diesem Mist der da passiert ist. Endlos große Demos überall. Auch bei uns. Ich verstehe warum man demonstriert hat. Aber so viele auf einem Fleck? In diesen Zeiten? Das kann nicht gut ausgehen.

Jedenfalls danke für nichts und zurück auf Anfang.",0,0,0,0,0,0,0,0,0,1,1,1,0
Es ist keine Schande. Eine Schande ist das China geschützt wird und Untersuchung erst nach einem Jahr stattfinden. Es ist eine Schande das wir die Augen verschließen was China treibt. Also mal überlegen was tatsächlich eine Schande ist,0,0,0,0,0,0,0,0,0,1,1,1,0
"1. OK - dann korrigiere ich ""sonst hätten sie sich wohl an der Befragung beteiligt"".

2. Natürlich bin ich ""kein Parteimitglied"" weder bei der SPÖ noch anderswo!

3. Ich werde mir jederzeit wieder erlauben, jemandem ""zu empfehlen"", etwas tun zu können.

4. Was für Sie Verschwörungstheorien sind, interessiert mich herzlich wenig.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Jahrzehnte wurde dort giftiges und explosives Erdgas aus dem Boden geholt, war kein großes Thema. Wenn man das ungiftige, nicht brennbare CO2 in diese Leeren Lagerstätten pumpt sollte es jetzt Proteste der lokalen Bevölkerung geben?

Das größte Risiko wäre, dass das Gas wieder entweicht. Für die Menschen egal, fürs Klima schlecht und der ganze Aufwand für die Katz.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Den Unterschied sehe ich dort, wo es eben nicht darum geht, religiöse Extrawürste aufzuzeigen und eine Religionsgemeinschaft bzw. deren Vertreter wie die IGGÖ zu kritisieren, sondern wo man via FPÖ-TV das Bild von faulen Muslimen transportiert, die scheinbar auf unsere Kosten in der Sonne liegen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"normalerweise sind wir immer im Mittelfeld, nicht die Besten, aber auch nicht die Schlechtesten",0,0,0,0,0,0,0,0,0,1,1,1,0
"eine Partei, die seit dem 21. Jänner 1987 (damals war der jetzige Bundeskanzler gerade mal 4 Monate alt), durchgehend in der Bundesregierung ist. Es wäre schon längst überfällig, dass sie und ihr ganzer Filz, der sich in allen Bereichen der Politik und darüber hinaus festgesetzt hat, von der Macht entfernt werden. Doch leider scheint es die Mehrheit der Bevölkerung nicht so zu sehen, bzw. meint, dass es eh genügt, wenn man die Farbe wechselt und alles auf Personenkult stellt...",1,1,1,0,0,0,0,0,0,0,0,0,1
"Also wenn ich als Arbeitgeber Mitarbeiter hätte, von denen ich weiß, dass sie deshalb ""krank"" sind, wäre ich wohl deren es Arbeitgeber",0,0,0,0,0,0,0,0,0,1,1,1,0
"die da - https://twitter.com/i/status/1175822434307645442

Ich find die Grundidee nicht schlecht, aber das gestern war chaotisch.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Wer weiss ob Kreysky es heute könnte. Kurz hat begriffen was er kann und vor allem was er nicht kann. Er wird dem Land nie irgendeinen Stempel aufdrücken (können), das ist aber auch nicht sein Ziel. Er will regieren, sonst nichts.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Albot Verdasco muss eine zähe Partie sein, 1:1 nach 26 Minuten...",0,0,0,0,0,0,0,0,0,1,1,1,0
"Sie haben sich also über GILT informiert.   
Dann bitte konkrete Anregungspunkte, was als ""Juxpartie"" von Ihnen empfunden wird. -
Für mich ist DIESE Handhabung der Österreichischen Verfassung nicht mehr im Geiste der Verfassungsprinzipien. Ein Parteiensystem, dass Artikel 1 nicht mal beim Streit in Koalitionsverhandlungen berücksichtigt, sondern sich gegenseitig auf unsere Kosten beschimpft und streitet ist inakzeptabel.  
Nicht einmal die Masse der Bürger, die lieber nicht oder ungültig wählen oder keiner Regierungskoalition das Vertrauen aussprechen wollen, wird als Wunsch nach Systemänderung behandelt. 2 Volksentscheide, 1 Volksbefragung in ca. 70 Jahren ist gegen den Geist der Verfassung. Lösung? -> LESEN",1,1,1,0,0,0,1,1,1,0,0,0,1
"Kurz war ja auch ein gelehriger Zauberlehrling, sein Zaubermeister der Schwarzen Magie Schüssel hat ihn auch in diese Geheimnisse eingeweiht.
Perfektioniert hat Hr.Kurz auch die Magie des reden ohne was zu sagen.
Einziges Manko vom Zauberlehrling ist die Magie der Verantwortung.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ich kann dir dutzende weitere Zitate von ""Experten"", Journalisten, Politikern und Militärs zeigen, die genau dasselbe behaupten und Russland der Lüge und Propaganda bezichtigen, weil Russland das Gegenteil behauptet. Nun haben wir den Beweis, dass die Russen recht hatten und die USA, die NATO und deren Lakaien gelogen haben. 

Und jetzt, wo dies eindeutig bewiesen ist, ist diese Propaganda des Westens plötzlich nebensächlich, weil ""es eh jeder schon immer wissen konnte"" und weil es sowieso hirnrissig wäre, dieses System zu offensiven Zwecken zu benutzen? Manchmal kommen mir echt Zweifel, ob du wirklich selber glaubst was du erzählst...",0,1,0,0,0,0,0,0,0,1,0,1,0
"bastelte, unter welchem den einen der rote Teppich ausgerollt wird, aber die Normalbürger mit Lügen und Schikanen abgespeist und bevormundet werden. Das ist das Vermächtnis der SPÖ, welches diese Partei bis zum heutigen Tag mit Unwahrheiten verteidigt. Die SPÖ war einmal eine anständige große Partei der Gerechtigkeit und des Fortschritts, aber das ist eine sehr lange Zeit her. Heutzutage geht es den Genossen nur mehr um gut bezahlte Versorgungsposten für die eigenen Parteibonzen, um die lukrativen Nebeneinnahmen beim Verkauf von Doppelstaatsbürgerschaften an reiche Ausländer und um Teil der Elite zu sein.",1,1,1,0,0,1,0,0,0,0,0,0,1
"Soviel zum ""Obervirologen Europas""
Totales Versagen der Experten
- wie zum Beispiel die Oberexperten Europas: ""die Krise habe ein Ausmaß, das ich mir selber nicht habe vorstellen können."" Wieler, Chef des RKI, der Elite in Europa, das Spitzeninstitut schlechthin.
Ein Blick nach China mit einfachsten einfachem Hausverstand im Jänner hätte genügt.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Ich habe gehört, wenn man sich impfen lässt, dann schrumpft man. Stimmt das?         Und warum eichen denn Entwurmungsmittel, Aluhut und mit Knoblauch einreiben nicht aus?
Bitte helfen sie mir.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Nicht nur die Wurstsemmelesser bringt der Herr Überheblich auf die Palme. Einer, der selbstherrlich erschlagt, was nicht in seinen Kram passt, ist wohl nur ähnlich Gesinnten sympathisch.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Gut so. Ein Lakmustest für die Systemparteien. Nicht unüblich in einer Demokratie. Der Bessere möge gewinnen. Das sind derzeit die Systemparteien. In OÖ decken sie derzeit fast 75% ab, die F nicht mitgerechnet. Passt!",0,0,0,0,0,0,0,0,0,1,1,1,0
"Denn üblicherweise unterliegen Politiker Sachzwängen, wirtschaftlich, vertraglich, gesetzliche, diplomatisch ... Heißt, sie können jede Menge Blödsinn versprechen, letztendlich müssen sie das Wohl des Landes berücksichtigen. 

Bei direkter Demokratie stimmen die Leute über Themen ab, von denen sie keinerlei Ahnung haben, ihr Abstimmungsvererhalten aber direkt umgesetzt werden muss. Selbst die erfahrenen Schweizer sind da etwa bei der Freizügigkeitsinitiative reingefallen. Die Regierung musste dann schon ziemlich tricksen, um die Sache so hinzubiegen, dass kein Schaden entsteht. Was aber nicht immer möglich ist ... und auch nicht der eigentliche Sinn der direkten Demokratie.",0,0,0,0,0,0,0,0,0,1,1,1,0
"99,9 % der Schreiberlinge hier wollen nur schreiben und nicht fordern. Mich wundert echt, dass es nicht mehr davon gibt, die wirklich gegen diese Haie wie Kurz, Kogler, Blümel oder Schramböck auf stehen. Für mich sind das richtige Verbrecher, weil wer absichtlich die Wirtschaft und die Tüchtigen in diesem Land töten und gleichzeitig von Menschenleben retten redet, gehört weggesperrt. Die Mafia lässt dich leben wenn zahlst, die kassieren und machen dich trotzdem kaputt. Diese Politik ist zum kotzen",1,1,1,0,0,0,0,0,0,0,0,0,1
"Zur Gedächtnisauffrischung:
2017 macht Strache eine Volksabstimmung über CETA zur Koalitionsbedingung. Gebrochen.
2017 forderte Norbert Hofer ein ""hartes Vorgehen gegen Sozialbetrüger"". Im Frühjahr 2018 wird bekannt, dass Unternehmen, die ihre Angstellten um SV-Beiträge betrügen, nur noch 855 Euro Strafe zahlen müssen.
Die FPÖ forderte verpflichtende Volksabstimmungen, wenn Volksbegehren 250.000 Unterschriften bekommen. Jetzt sind es 900.000, aber erst ab 2022.
Das bereits beschlossene Antirauchergesetz wurde gekippt, weil Koalitionspakt. Was sogar in englischen Pubs funktioniert, geht bei uns nicht? Rund 900.000 Unterschriften sprechen sich gegen das Rauchen in Lokalen aus.
Was Kern angeht, war sein Vergleich schlüssig zur Realität.",0,0,0,0,0,0,0,0,0,1,1,1,0
"sehen halt viele nicht so.

Wer ist die ganze Türkise-Gruppe? 
Derzeit laufen nur Ermittlungen gegen Blümel - sonst keinem aktiven Türkisen.

Bei der SPÖ nur gegen Doskozil - also 1:1.

Sie gehen also schon davon aus, dass alle Minister und Kurz korrupt sind.
Woher haben Sie diese Erkenntnisse?

Wo wäre dann Nehammer korrupt, wo Mag. Karoline Edtstadler,  usw.

Woher wissen Sie, das Novomatic, die ja auch SPÖ bezahlt hat, nicht auch Gelder an andere SPÖ-Politiker gezahlt hat, vll auch an Kern, Bures usw.
Alles möglich.... - Novomatic zahlt alle......

Da lobe ich mir die Türkisen-Wähler, die warten ab, springen nicht auf den Vorverurteilungs-Zug auf und orientieren sich erst dann neu, wenn Anklagen eintreffen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"""Die Ärzte"" gibt es nicht. Gerade bei dieser Zunft gilt eher: ""3 Ärzte - 4 Meinungen"". SCNR 
Nichts desto trotz denke ich, dass eine breitere Mehrheit der Ärzte die Sicherheitsmaßregeln (Maske, Abstand, nicht zuviele Menschen im Raum) unterstützt. 
Die Ausgestaltung in Gesetzen oder Verordnungen ist eine eigene Geschichte, und wäre eigentlich gar nicht erforderlich, wenn die Menschen alle mit Hausverstand und Eigenverantwortung der Situation angepasst umgingen.",0,0,0,0,0,1,0,0,0,1,1,0,0
"Es wäre an der Zeit die MA 48 endlich zu privatisieren. Die so genannte Daseinsvorsorge muss nicht von der Öffentlichen Hand besorgt werden, es würde reichen Sie zu regulieren. Aber dann würden einge Posten für Politiker und deren Günstlinge verloren gehen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Wenigstens eine Grüne mit Rückgrat. Chapeau!

An alle anderen Grünen in verantwortlicher Position: schämt Euch und ich wünsche Eu h den vollen Absturz bei der nächsten Wahl. Wir brauchen keine grünen Moralapostel die dünkler sind als Schwarz und alle ihre Grundsätze verraten.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Die Leut holen sich take-away (bei McD, Nordsee etc.) und setzen sich dicht gedrängt auf die öffentlichen Bankerl und Sitzmöglichkeiten auf der MariaHÜ. Der Müll stapelte sich schon. 
Wo ist der Unterschied dazu, wenn die Leute stattdessen im ""Schanigarten"" (ebenfalls auf der Straße, gleich neben den Bankerl) dieser Lokale setzen dürften? 
Paradoxe Situation",0,0,0,0,0,0,0,0,0,1,1,1,0
"Das Video ist vom August letzten Jahres, seitdem ist es in Ö und D noch viel schlimmer geworden. 
Ein unglaublich riesiges Polizeiaufgebot heute rund ums Rathaus, überall Absperrgitter, wir saßen nur im Rathauspark in der Sonne und plötzlich war das Verlassen des Areals vor dem Rathaus inkl. Ring und Burg nur mehr hinten bei der  U2-Station durch ein geöffnetes Gitter möglich.
Soviel Polizei überall. 
In London waren letztes Wochenende Hunderttausende auf der Straße, hier wird jeder Protest im Keim erstickt.
Schrecklich.",0,0,0,0,0,0,1,1,1,0,0,0,1
"Ich war das letzte Mal 2018 auf Kuba, was hat sich seither massiv verbessert?
Es stimmt leider nicht alles so wie sie schreiben, die Situation auf Kuba sollte man nicht durch die romantische Brille des Mojito trinkenden Gastes betrachten. 

Die Probleme liegen tiefer. Etwa die Tatsache, dass die gesamte Tourismus Industrie in den Händen der Militärs ist, dass der korrupte Apparat sich bereichert und die Bevölkerung dafür schuftet. Nahezu niemand in seinem Bereich eine Option hat und wirklich gut nur jene leben, die mit Touristen in Kontakt kommen.
Es muss auch viel tun und zwar ein echter Umbruch und eine Loslösung von der korrupten Diktatur.",1,1,1,1,1,1,0,0,0,0,0,0,1
"Ich glaube, dass Schröcksnadel mit dieser selbstgefälligen Wortmeldung den verantwortlichen Politikern einen Bärendienst erwiesen hat. Er macht das Tiroler Desaster noch schlimmer. Und ich hoffe, die Touristen werden nicht so rasch vergessen und bei der Wahl der Destination künftig die Konsequenzen ziehen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Global denkende und handelnde Menschen wollen so wenige Grenzen wie möglich um sich ungehindert entfalten zu können. Die weniger gut Ausgebildeten oder weniger Erfolgreichen sind viel mehr an einen Ort gebunden und haben durch offene Grenzen mehr Nachteile als Vorteile.
Da in der Politik die Stimmen der einfachen Leute genauso viel zählen wie die Stimmen der  Eliten, werden die Nationalisten immer viel Zulauf haben und sie werden ihre Politik nach den Bedürfnissen ihrer Wähler ausrichten.....Die Demokratie selber ist bei dieser Frage das ""Problem"" der Eliten - und das ist auch 
gut so !",1,1,1,0,0,1,0,0,0,0,0,0,1
"Staatsbürgerschaften sind keine Sammelkarten. Wer Österreicher sein will, hat sich voll und ganz zu diesem Land und seiner Gemeinschaft zu bekennen. Wer hier lebt, Österreicher sein will, hat sich zu entscheiden. Punkt.

...und wer hier nicht lebt, hat sich ebenfalls zu entscheiden. Nur weil es beim Reisen ach so bequem ist einen EU-Pass zu haben, werden wir keine Doppelstaatsbürgerschaft verschenken.",0,0,0,1,1,1,0,0,0,0,0,0,1
"Bisher ist es nur eine Hoffnung, dass schwere bzw. tödliche Verläufe durch eine Impfung verhindert werden. Wissen werden wir es erst viel später - leider. Trotzdem: mein Beileid!",0,0,0,0,0,0,0,0,0,1,1,1,0
"Sie sind ein schönes Beispiel dafür, wie sehr das was an der Oberfläche sichtbar ist, täuschen kann. Es wird bestimmt viele geben, die Sie spontan in eine der Kategorien stecken (zb arrogante sozialinkompetente Karrierefrau) ohne groß nachzudenken, weil es die einfachste Lösung ist. Nur wer sich die Mühe macht hinter Ihre Fassade zu blicken wird sofort verstehen, dass das alles irgendwie Sinn ergibt, selbst die scheinbar zufällige Wahl einer ""Affäre"" fühlt sich angesichts Ihres ""Rucksacks"" stimmig an.  
Mehr Respekt und Interesse für die Rucksäcke unserer Mitmenschen wäre schöner als unsere ewige (moralische) Beurteilerei, von der wir alle dennoch nie ganz wegkommen :-/",0,0,0,0,0,0,0,0,0,1,1,1,0
"Macron ist ein überheblicher Reichenschützer, Sozialstaatshasser, Arbeitnehmerfeind, und Konzern-Lobbyist, genauso wie Kurz. Und Macron will keine wirkliche europäische Integration, sondern eine Europa unter der Vorherrschaft Frankreichs, ganz in der napoleonischen Tradition. Und glauben ein Macron hat keine NLP-Trainer?

Außerdem hat er auch noch den Faschisten und Diktator Philippe Pétain gelobt, das Kurz in aller Öffentlichkeit Dollfuß gelobt hätte, habe ich bei aller Kritik noch nicht von ihm gehört.",1,1,1,0,0,0,0,0,0,0,0,0,1
Kurz setzt seine Flüchtlingspolitik durch - ganz im Sinne einer breiten Mehrheitsmeinung der Österreicher. Was wollen Sie denn mehr? Der Volkswille wird Politik.,0,0,0,1,1,1,0,0,0,0,0,0,1
"Ich bin nicht stolz drauf, aber ich hab heute is erste Mal in meinem Leben bei einem Match abgedreht, weils so scheiße war.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Es gibt unveränderliche Grundwerte der menschlichen Gesellschaft.
Solidarität ist gut, 
Mitgefühl ist gut,
Opferbereitschaft ist gut und Toleranz,
denn alle von uns könnten irgendwann darauf angewiesen sein.

Egoismus hingegen, 
Neid, Geiz und Gier,
Rassismus,
Gewaltbereitschaft,
Kastendenken, (Herrenmenschendenken),
religiöser, ideologischer und nationaler Fanatismus,
Schadenfreude, Mobbing  und Lust am Quälen
sind schlecht für die Gesellschaft.

Das habe nicht ich mir ausgedacht oder irgendein ""weltfremder Bobo"".
Das lehrt uns die Erfahrung, die Geschichte
und unser Hausverstand sollte das ebenfalls tun,
egal, wie viele Idioten uns die Ellbogengesellschaft als ""geil"" verkaufen möchten.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Und an die 200.000 Leute, die nicht zu faul zum Unterschreiben der Petition waren",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ich hoffe es war nicht missverständlich, ich bin voll für Pro-Impfung. Nur die Werbung ist eine Frechheit. Angeblich kostet die ""Baby lass uns impfen"" eine knappe Mio., auch eine Frechheit.",0,0,0,0,0,0,0,0,0,1,1,1,0
"https://www.profil.at/home/bawag-eine-affaere-280315

Und dann wurde aus der Richterin eine Justizministerin auf ÖVP-Ticket und aus dem Staatsanwalt ihr Kabinettschef. Kein Ritual der Welt hätte verhindern können, dass der Bawag-Prozess ab dem Zeitpunkt in der Wahrnehmung als eine Farce mit ÖVP-bestellten Elementen wahrgenommen wurde.",0,0,0,0,0,0,0,0,0,1,1,1,0
"eine parlamentarische Demokratie. unsere Reaktionären Autoritätshörigen sind zu berücksichtigen: Solange es die gibt, darf es hier keine direkte Demokratie geben. Eine Direkte Demokratie hätte Österreich Hitler auch beschert. Die Menschen hierzulande sind überwiegend rechts, intolerant und reaktionär. Und sie glauben an einen ""gnädigen Führer"". Immer schon. Daher: Gott schütze uns vor mehr direkter Demokratie. Sie würde unser Land zugrunde richten.",0,0,0,0,0,0,0,0,0,1,1,1,0
"ernsthaft! glauben, dass Sie ""der Weltmeister"" sind. Bei der Gelegenheit, kennen Sie Rechtssysteme, Stufen der Rechtssysteme, Grundrechte und was sind für Sie Vergehen? Nicht ihren eigenen, subjektiven Horizont (Geist) zu treffen, oder?

Also, dass Sie selbst nicht wissen, dass Sie nichts wissen, völlig weltfremd sind, kann wohl der Bildungsbranche (mehrheitlich wohl im öffentlichen Bereich, öffentliche Protagonisten) nicht (mehr) angelastet werden. Das ist aus Ihrem eigenen Budget, Börserl zu berappen, rückzuzahlen. Wenn auch strafrechtlich diesbezüglich, werden ohnehin mal Sie selbst belangt, wenn Sie angeklagt (StA) werden.",0,0,0,0,0,0,0,0,0,1,1,1,0
